state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
50.0,185.0,b'415',4116.0,b'1',b'1',30.0,154.1,114.0,26.2,118.7,106.0,10.09,258.4,105.0,11.63,12.9,3.0,3.48,b'2',0
3.0,90.0,b'415',3141.0,b'0',b'0',0.0,179.1,71.0,30.45,190.6,81.0,16.2,127.7,91.0,5.75,10.6,7.0,2.86,b'3',0
17.0,56.0,b'415',1017.0,b'1',b'0',0.0,177.7,114.0,30.21,215.6,110.0,18.33,236.7,67.0,10.65,10.5,5.0,2.84,b'1',0
27.0,118.0,b'408',668.0,b'1',b'1',39.0,153.8,106.0,26.15,123.3,111.0,10.48,117.8,103.0,5.3,9.2,6.0,2.48,b'1',0
9.0,98.0,b'408',2702.0,b'0',b'0',0.0,92.3,128.0,15.69,250.1,89.0,21.26,211.9,110.0,9.54,10.8,16.0,2.92,b'3',0
50.0,111.0,b'408',279.0,b'0',b'0',0.0,165.5,72.0,28.14,228.9,73.0,19.46,169.7,103.0,7.64,9.7,6.0,2.62,b'2',0
22.0,108.0,b'408',2644.0,b'0',b'1',32.0,209.5,108.0,35.62,109.6,64.0,9.32,189.7,145.0,8.54,9.1,6.0,2.46,b'6',1
34.0,143.0,b'415',564.0,b'0',b'0',0.0,168.6,85.0,28.66,176.3,89.0,14.99,282.3,69.0,12.7,13.3,10.0,3.59,b'1',0
27.0,92.0,b'408',416.0,b'0',b'0',0.0,192.1,87.0,32.66,193.0,122.0,16.41,133.4,79.0,6.0,10.7,2.0,2.89,b'1',0
29.0,169.0,b'408',3778.0,b'0',b'0',0.0,135.7,111.0,23.07,223.0,124.0,18.96,167.5,101.0,7.54,9.5,4.0,2.57,b'1',0
21.0,119.0,b'510',3723.0,b'0',b'0',0.0,140.0,135.0,23.8,138.9,103.0,11.81,230.2,121.0,10.36,6.1,6.0,1.65,b'0',0
49.0,84.0,b'408',2169.0,b'0',b'0',0.0,146.8,133.0,24.96,171.7,73.0,14.59,234.5,69.0,10.55,9.9,3.0,2.67,b'1',0
8.0,110.0,b'510',982.0,b'0',b'0',0.0,148.5,115.0,25.25,276.4,84.0,23.49,193.6,112.0,8.71,12.4,3.0,3.35,b'1',0
49.0,43.0,b'510',2733.0,b'0',b'1',26.0,141.5,94.0,24.06,196.4,123.0,16.69,172.4,100.0,7.76,12.9,1.0,3.48,b'3',0
6.0,141.0,b'408',2086.0,b'0',b'0',0.0,51.9,108.0,8.82,162.0,83.0,13.77,223.5,115.0,10.06,10.1,3.0,2.73,b'3',0
36.0,110.0,b'510',1527.0,b'0',b'0',0.0,188.0,127.0,31.96,90.5,118.0,7.69,150.3,64.0,6.76,15.3,3.0,4.13,b'3',0
30.0,125.0,b'415',1679.0,b'0',b'1',25.0,190.1,133.0,32.32,181.1,61.0,15.39,104.0,110.0,4.68,12.5,3.0,3.38,b'2',0
19.0,72.0,b'415',1388.0,b'0',b'0',0.0,141.9,98.0,24.12,188.1,63.0,15.99,115.2,49.0,5.18,12.0,5.0,3.24,b'2',0
19.0,83.0,b'408',1529.0,b'0',b'0',0.0,286.6,114.0,48.72,101.0,138.0,8.59,199.6,146.0,8.98,13.2,4.0,3.56,b'1',0
50.0,53.0,b'415',527.0,b'0',b'1',27.0,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,b'1',0
13.0,67.0,b'510',495.0,b'0',b'1',30.0,186.2,117.0,31.65,286.7,76.0,24.37,164.3,113.0,7.39,12.9,3.0,3.48,b'2',0
29.0,174.0,b'415',182.0,b'0',b'0',0.0,124.3,76.0,21.13,277.1,112.0,23.55,250.7,115.0,11.28,15.5,5.0,4.19,b'3',0
25.0,145.0,b'408',3703.0,b'1',b'0',0.0,113.0,63.0,19.21,187.0,131.0,15.9,146.8,61.0,6.61,10.9,7.0,2.94,b'1',0
17.0,55.0,b'415',947.0,b'0',b'1',28.0,105.3,82.0,17.9,197.4,109.0,16.78,187.5,91.0,8.44,8.6,6.0,2.32,b'2',0
22.0,103.0,b'510',4495.0,b'0',b'1',29.0,211.6,111.0,35.97,237.9,84.0,20.22,209.4,93.0,9.42,14.0,7.0,3.78,b'2',0
4.0,126.0,b'415',1245.0,b'0',b'0',0.0,97.0,96.0,16.49,213.1,79.0,18.11,322.2,79.0,14.5,10.8,3.0,2.92,b'5',1
38.0,96.0,b'415',512.0,b'0',b'1',28.0,66.6,147.0,11.32,297.0,121.0,25.25,144.2,106.0,6.49,13.0,3.0,3.51,b'2',0
49.0,159.0,b'415',2559.0,b'0',b'0',0.0,169.8,114.0,28.87,197.7,105.0,16.8,193.7,82.0,8.72,11.6,4.0,3.13,b'1',0
21.0,167.0,b'510',1810.0,b'0',b'1',30.0,195.8,118.0,33.29,166.4,109.0,14.14,297.4,84.0,13.38,11.7,2.0,3.16,b'0',0
35.0,39.0,b'415',4972.0,b'0',b'1',36.0,141.7,121.0,24.09,232.3,113.0,19.75,222.1,131.0,9.99,12.0,5.0,3.24,b'1',0
10.0,90.0,b'415',3276.0,b'0',b'0',0.0,113.2,108.0,19.24,189.3,63.0,16.09,271.8,124.0,12.23,14.1,4.0,3.81,b'3',0
13.0,144.0,b'415',3919.0,b'0',b'1',33.0,251.6,87.0,42.77,197.6,118.0,16.8,209.2,97.0,9.41,12.2,3.0,3.29,b'2',0
37.0,77.0,b'510',4345.0,b'0',b'0',0.0,233.8,104.0,39.75,266.5,94.0,22.65,212.7,104.0,9.57,7.6,3.0,2.05,b'2',0
49.0,77.0,b'510',1480.0,b'0',b'0',0.0,67.7,68.0,11.51,195.7,86.0,16.63,236.5,137.0,10.64,12.0,2.0,3.24,b'1',0
42.0,102.0,b'415',49.0,b'0',b'0',0.0,183.2,112.0,31.14,187.5,113.0,15.94,232.3,77.0,10.45,9.2,5.0,2.48,b'1',1
27.0,49.0,b'415',4425.0,b'0',b'0',0.0,189.9,104.0,32.28,247.4,120.0,21.03,159.8,113.0,7.19,10.1,6.0,2.73,b'1',0
49.0,90.0,b'415',887.0,b'0',b'0',0.0,205.7,138.0,34.97,161.9,83.0,13.76,269.7,104.0,12.14,12.5,6.0,3.38,b'2',0
43.0,148.0,b'408',4377.0,b'0',b'0',0.0,249.7,91.0,42.45,185.1,90.0,15.73,234.2,88.0,10.54,10.5,1.0,2.84,b'1',0
27.0,172.0,b'415',2191.0,b'0',b'0',0.0,136.0,90.0,23.12,184.0,89.0,15.64,137.5,48.0,6.19,5.5,3.0,1.49,b'0',0
37.0,140.0,b'415',297.0,b'0',b'0',0.0,120.3,108.0,20.45,240.4,84.0,20.43,216.4,74.0,9.74,7.7,3.0,2.08,b'4',1
34.0,131.0,b'415',654.0,b'0',b'0',0.0,264.2,118.0,44.91,180.0,89.0,15.3,223.9,104.0,10.08,10.7,1.0,2.89,b'2',0
0.0,120.0,b'415',2045.0,b'0',b'0',0.0,178.4,97.0,30.33,168.3,113.0,14.31,120.5,93.0,5.42,9.3,9.0,2.51,b'1',0
27.0,80.0,b'415',4927.0,b'1',b'0',0.0,189.1,122.0,32.15,223.2,92.0,18.97,269.0,116.0,12.11,13.9,3.0,3.75,b'2',1
31.0,123.0,b'408',455.0,b'0',b'0',0.0,159.5,77.0,27.12,303.8,92.0,25.82,226.9,120.0,10.21,12.0,4.0,3.24,b'0',0
6.0,150.0,b'510',4461.0,b'0',b'0',0.0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5.0,2.48,b'4',0
9.0,97.0,b'415',4617.0,b'0',b'1',28.0,202.3,97.0,34.39,69.2,84.0,5.88,257.6,64.0,11.59,6.7,3.0,1.81,b'1',0
16.0,136.0,b'415',450.0,b'0',b'0',0.0,232.9,119.0,39.59,191.0,103.0,16.24,222.5,59.0,10.01,10.7,3.0,2.89,b'0',0
33.0,7.0,b'408',1503.0,b'0',b'1',30.0,221.4,114.0,37.64,165.8,116.0,14.09,247.0,105.0,11.12,10.8,12.0,2.92,b'1',0
49.0,48.0,b'415',2077.0,b'0',b'1',34.0,198.0,70.0,33.66,273.7,121.0,23.26,217.9,71.0,9.81,7.6,4.0,2.05,b'1',0
5.0,71.0,b'415',271.0,b'0',b'0',0.0,211.2,70.0,35.9,252.7,122.0,21.48,225.8,104.0,10.16,12.3,3.0,3.32,b'0',0
27.0,52.0,b'408',4665.0,b'1',b'0',0.0,144.5,60.0,24.57,296.5,129.0,25.2,194.3,117.0,8.74,12.4,3.0,3.35,b'1',0
50.0,109.0,b'415',59.0,b'0',b'0',0.0,137.0,128.0,23.29,217.0,116.0,18.45,182.1,86.0,8.19,10.0,5.0,2.7,b'2',0
34.0,147.0,b'510',4960.0,b'0',b'1',33.0,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6.0,2.81,b'3',0
15.0,115.0,b'415',2269.0,b'0',b'0',0.0,226.4,101.0,38.49,276.8,60.0,23.53,213.4,82.0,9.6,12.3,4.0,3.32,b'3',1
29.0,67.0,b'415',4949.0,b'0',b'0',0.0,124.0,77.0,21.08,222.2,95.0,18.89,151.2,111.0,6.8,13.1,2.0,3.54,b'0',0
6.0,72.0,b'408',3176.0,b'0',b'1',21.0,186.7,108.0,31.74,335.0,86.0,28.48,187.2,119.0,8.42,16.5,4.0,4.46,b'1',0
22.0,78.0,b'510',4574.0,b'0',b'0',0.0,137.4,109.0,23.36,237.6,49.0,20.2,206.7,136.0,9.3,14.0,11.0,3.78,b'3',0
15.0,154.0,b'510',3213.0,b'0',b'1',32.0,192.3,82.0,32.69,165.3,134.0,14.05,205.0,74.0,9.23,9.0,1.0,2.43,b'2',0
34.0,64.0,b'408',4990.0,b'0',b'0',0.0,219.6,126.0,37.33,303.3,100.0,25.78,154.5,65.0,6.95,9.7,5.0,2.62,b'1',0
2.0,36.0,b'415',1013.0,b'0',b'0',0.0,157.6,117.0,26.79,184.3,58.0,15.67,240.4,99.0,10.82,11.9,1.0,3.21,b'0',0
43.0,28.0,b'415',1020.0,b'0',b'0',0.0,159.7,79.0,27.15,216.7,131.0,18.42,206.7,116.0,9.3,9.3,3.0,2.51,b'2',0
7.0,91.0,b'408',11.0,b'0',b'0',0.0,167.5,77.0,28.48,175.2,113.0,14.89,233.5,85.0,10.51,16.1,5.0,4.35,b'2',0
30.0,130.0,b'408',3281.0,b'0',b'0',0.0,68.4,86.0,11.63,193.3,110.0,16.43,171.5,139.0,7.72,10.4,4.0,2.81,b'0',0
48.0,154.0,b'510',3172.0,b'0',b'0',0.0,94.5,97.0,16.07,178.2,127.0,15.15,230.2,99.0,10.36,9.2,3.0,2.48,b'2',0
40.0,1.0,b'415',1558.0,b'0',b'1',26.0,146.6,68.0,24.92,172.8,67.0,14.69,173.8,113.0,7.82,10.0,2.0,2.7,b'1',0
19.0,101.0,b'415',3811.0,b'0',b'1',21.0,238.0,88.0,40.46,209.6,84.0,17.82,233.0,95.0,10.49,10.0,5.0,2.7,b'2',0
25.0,107.0,b'510',1318.0,b'0',b'1',30.0,198.9,87.0,33.81,207.0,90.0,17.6,159.8,76.0,7.19,12.6,4.0,3.4,b'3',0
47.0,40.0,b'415',1334.0,b'0',b'1',41.0,148.1,74.0,25.18,169.5,88.0,14.41,214.1,102.0,9.63,6.2,5.0,1.67,b'2',0
47.0,130.0,b'510',4176.0,b'0',b'0',0.0,124.3,70.0,21.13,270.7,99.0,23.01,239.5,83.0,10.78,3.5,6.0,0.95,b'0',0
50.0,72.0,b'510',1882.0,b'1',b'0',0.0,274.0,75.0,46.58,162.8,110.0,13.84,110.0,121.0,4.95,7.7,3.0,2.08,b'4',0
11.0,155.0,b'415',1007.0,b'1',b'1',26.0,211.7,121.0,35.99,139.2,123.0,11.83,146.7,89.0,6.6,11.1,3.0,3.0,b'1',0
45.0,103.0,b'510',3431.0,b'0',b'0',0.0,167.8,121.0,28.53,212.9,123.0,18.1,208.2,73.0,9.37,13.0,3.0,3.51,b'5',0
9.0,131.0,b'408',1552.0,b'0',b'0',0.0,43.3,118.0,7.36,178.5,113.0,15.17,185.9,120.0,8.37,10.6,4.0,2.86,b'0',0
16.0,132.0,b'415',4937.0,b'0',b'0',0.0,190.1,105.0,32.32,182.2,116.0,15.49,279.8,105.0,12.59,13.0,2.0,3.51,b'1',0
46.0,111.0,b'408',1278.0,b'0',b'0',0.0,99.3,112.0,16.88,270.5,136.0,22.99,225.3,94.0,10.14,9.0,6.0,2.43,b'3',0
3.0,100.0,b'415',3258.0,b'0',b'0',0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81.0,4.04,4.3,4.0,1.16,b'1',0
25.0,143.0,b'510',4174.0,b'0',b'0',0.0,155.4,112.0,26.42,290.9,92.0,24.73,228.4,91.0,10.28,13.9,5.0,3.75,b'1',0
22.0,93.0,b'415',2048.0,b'1',b'0',0.0,216.9,61.0,36.87,207.4,120.0,17.63,221.7,110.0,9.98,17.5,5.0,4.73,b'1',1
29.0,123.0,b'510',4868.0,b'0',b'0',0.0,194.0,118.0,32.98,242.0,114.0,20.57,146.3,108.0,6.58,12.1,4.0,3.27,b'1',0
23.0,68.0,b'510',2228.0,b'0',b'0',0.0,226.7,94.0,38.54,168.4,129.0,14.31,188.7,117.0,8.49,10.2,1.0,2.75,b'0',0
32.0,109.0,b'408',1666.0,b'0',b'1',40.0,99.7,116.0,16.95,140.3,117.0,11.93,221.3,76.0,9.96,13.9,5.0,3.75,b'3',0
37.0,161.0,b'415',1385.0,b'0',b'0',0.0,105.4,70.0,17.92,214.8,122.0,18.26,223.6,126.0,10.06,7.8,5.0,2.11,b'0',0
23.0,81.0,b'510',2468.0,b'0',b'0',0.0,145.6,59.0,24.75,287.9,131.0,24.47,181.7,121.0,8.18,9.2,4.0,2.48,b'2',0
48.0,85.0,b'408',2810.0,b'1',b'0',0.0,165.4,107.0,28.12,196.0,126.0,16.66,349.2,110.0,15.71,9.6,7.0,2.59,b'2',0
28.0,84.0,b'408',1233.0,b'0',b'1',38.0,193.0,106.0,32.81,153.6,106.0,13.06,260.4,87.0,11.72,7.4,5.0,2.0,b'2',0
49.0,59.0,b'510',1848.0,b'0',b'0',0.0,189.7,100.0,32.25,115.9,133.0,9.85,220.6,115.0,9.93,7.4,4.0,2.0,b'0',0
50.0,46.0,b'510',214.0,b'1',b'1',27.0,170.9,73.0,29.05,184.7,77.0,15.7,130.8,94.0,5.89,6.1,7.0,1.65,b'2',0
47.0,66.0,b'415',477.0,b'0',b'0',0.0,205.1,102.0,34.87,232.7,109.0,19.78,259.9,95.0,11.7,9.2,6.0,2.48,b'2',0
22.0,133.0,b'408',3158.0,b'0',b'0',0.0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4.0,3.46,b'2',1
22.0,87.0,b'415',4085.0,b'0',b'0',0.0,198.3,80.0,33.71,187.0,89.0,15.9,133.5,96.0,6.01,16.6,4.0,4.48,b'2',0
48.0,87.0,b'510',412.0,b'0',b'1',24.0,135.8,108.0,23.09,251.4,62.0,21.37,181.5,91.0,8.17,6.4,4.0,1.73,b'0',0
43.0,52.0,b'415',137.0,b'0',b'0',0.0,188.7,99.0,32.08,210.4,89.0,17.88,191.4,103.0,8.61,10.8,2.0,2.92,b'1',0
48.0,147.0,b'415',4094.0,b'1',b'0',0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,b'0',1
21.0,149.0,b'408',4262.0,b'0',b'0',0.0,237.6,79.0,40.39,192.4,107.0,16.35,207.4,111.0,9.33,9.1,9.0,2.46,b'0',0
16.0,87.0,b'510',838.0,b'0',b'0',0.0,115.4,90.0,19.62,262.6,68.0,22.32,245.7,69.0,11.06,13.1,5.0,3.54,b'2',0
1.0,100.0,b'408',288.0,b'0',b'1',25.0,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,b'1',0
35.0,50.0,b'408',2816.0,b'0',b'0',0.0,167.7,74.0,28.51,179.9,98.0,15.29,166.5,73.0,7.49,10.9,2.0,2.94,b'1',0
41.0,221.0,b'510',1970.0,b'0',b'1',24.0,180.5,85.0,30.69,224.1,92.0,19.05,205.7,103.0,9.26,2.4,3.0,0.65,b'0',0
13.0,31.0,b'415',3231.0,b'0',b'0',0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,b'0',0
21.0,174.0,b'415',3637.0,b'0',b'0',0.0,190.3,98.0,32.35,252.7,70.0,21.48,220.6,97.0,9.93,7.2,9.0,1.94,b'2',0
30.0,146.0,b'510',929.0,b'0',b'0',0.0,115.6,77.0,19.65,213.6,100.0,18.16,218.4,72.0,9.83,10.7,6.0,2.89,b'1',0
33.0,100.0,b'415',4305.0,b'0',b'1',39.0,204.9,74.0,34.83,210.2,80.0,17.87,168.8,89.0,7.6,11.2,4.0,3.02,b'2',0
26.0,111.0,b'408',3792.0,b'0',b'0',0.0,142.3,75.0,24.19,122.8,106.0,10.44,229.5,94.0,10.33,12.8,9.0,3.46,b'2',0
3.0,82.0,b'415',4548.0,b'0',b'1',33.0,137.8,95.0,23.43,235.5,128.0,20.02,268.1,70.0,12.06,11.0,6.0,2.97,b'2',0
33.0,64.0,b'408',1209.0,b'0',b'0',0.0,148.1,73.0,25.18,164.9,101.0,14.02,216.0,125.0,9.72,12.3,2.0,3.32,b'5',1
46.0,73.0,b'408',4727.0,b'0',b'0',0.0,213.0,95.0,36.21,188.8,104.0,16.05,136.2,89.0,6.13,13.5,3.0,3.65,b'0',0
25.0,162.0,b'415',2543.0,b'1',b'0',0.0,172.1,138.0,29.26,165.9,93.0,14.1,279.0,81.0,12.56,9.2,6.0,2.48,b'2',0
45.0,93.0,b'510',2103.0,b'1',b'0',0.0,172.4,133.0,29.31,205.6,77.0,17.48,245.8,126.0,11.06,9.1,9.0,2.46,b'1',0
1.0,111.0,b'415',202.0,b'0',b'0',0.0,187.8,107.0,31.93,246.0,70.0,20.91,175.9,88.0,7.92,10.5,7.0,2.84,b'0',0
49.0,44.0,b'510',4436.0,b'0',b'0',0.0,238.3,83.0,40.51,193.7,112.0,16.46,167.7,79.0,7.55,9.4,6.0,2.54,b'5',0
37.0,87.0,b'510',3534.0,b'0',b'1',22.0,240.8,102.0,40.94,75.9,106.0,6.45,224.6,115.0,10.11,7.1,3.0,1.92,b'2',0
50.0,76.0,b'415',4281.0,b'0',b'0',0.0,263.4,148.0,44.78,230.3,69.0,19.58,170.6,101.0,7.68,11.4,5.0,3.08,b'1',1
6.0,144.0,b'510',4711.0,b'1',b'1',35.0,174.8,127.0,29.72,219.6,93.0,18.67,255.8,90.0,11.51,12.8,3.0,3.46,b'0',0
48.0,77.0,b'408',3521.0,b'0',b'0',0.0,168.1,83.0,28.58,202.0,91.0,17.17,173.2,91.0,7.79,10.0,3.0,2.7,b'3',0
42.0,187.0,b'510',119.0,b'0',b'1',25.0,199.9,64.0,33.98,134.6,110.0,11.44,210.4,78.0,9.47,11.7,6.0,3.16,b'3',0
7.0,86.0,b'408',3135.0,b'0',b'0',0.0,178.3,94.0,30.31,264.4,74.0,22.47,284.6,109.0,12.81,15.0,2.0,4.05,b'0',0
13.0,85.0,b'408',1218.0,b'0',b'1',27.0,196.4,139.0,33.39,280.9,90.0,23.88,89.3,75.0,4.02,13.8,4.0,3.73,b'1',0
5.0,22.0,b'510',1.0,b'0',b'1',23.0,182.1,94.0,30.96,164.6,59.0,13.99,128.8,102.0,5.8,12.7,4.0,3.43,b'3',0
34.0,81.0,b'415',1379.0,b'0',b'0',0.0,140.8,97.0,23.94,211.5,109.0,17.98,216.9,53.0,9.76,12.2,4.0,3.29,b'0',0
48.0,142.0,b'408',831.0,b'0',b'1',24.0,239.8,103.0,40.77,285.9,65.0,24.3,256.7,106.0,11.55,9.5,4.0,2.57,b'0',0
18.0,124.0,b'510',1085.0,b'0',b'0',0.0,143.3,120.0,24.36,230.7,111.0,19.61,214.3,91.0,9.64,7.8,2.0,2.11,b'4',1
45.0,129.0,b'408',2936.0,b'0',b'0',0.0,207.0,91.0,35.19,154.9,121.0,13.17,245.1,112.0,11.03,13.4,5.0,3.62,b'3',0
23.0,78.0,b'415',3304.0,b'0',b'0',0.0,241.3,113.0,41.02,146.6,97.0,12.46,129.0,131.0,5.81,11.8,6.0,3.19,b'3',0
45.0,150.0,b'510',369.0,b'0',b'0',0.0,169.2,123.0,28.76,216.8,83.0,18.43,179.4,107.0,8.07,12.6,3.0,3.4,b'1',0
5.0,57.0,b'415',773.0,b'0',b'0',0.0,85.9,92.0,14.6,193.9,127.0,16.48,231.5,93.0,10.42,10.1,2.0,2.73,b'0',0
14.0,71.0,b'510',157.0,b'1',b'0',0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80.0,9.29,13.8,5.0,3.73,b'4',1
19.0,69.0,b'510',1303.0,b'0',b'0',0.0,195.1,91.0,33.17,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,b'0',0
47.0,86.0,b'510',3145.0,b'0',b'0',0.0,150.5,92.0,25.59,120.3,95.0,10.23,271.2,96.0,12.2,9.0,2.0,2.43,b'1',0
13.0,60.0,b'510',4284.0,b'0',b'0',0.0,221.1,106.0,37.59,178.6,48.0,15.18,202.7,90.0,9.12,7.4,3.0,2.0,b'1',0
21.0,55.0,b'510',2904.0,b'0',b'0',0.0,181.3,100.0,30.82,200.5,122.0,17.04,226.9,99.0,10.21,10.9,2.0,2.94,b'1',0
36.0,101.0,b'408',925.0,b'0',b'0',0.0,89.7,118.0,15.25,260.1,79.0,22.11,170.1,93.0,7.65,13.5,11.0,3.65,b'5',1
12.0,83.0,b'408',141.0,b'1',b'0',0.0,197.6,105.0,33.59,177.5,96.0,15.09,126.8,100.0,5.71,9.2,1.0,2.48,b'3',1
38.0,136.0,b'408',1588.0,b'0',b'0',0.0,102.1,75.0,17.36,219.5,97.0,18.66,73.7,92.0,3.32,9.8,5.0,2.65,b'0',0
41.0,55.0,b'415',3278.0,b'0',b'0',0.0,245.5,130.0,41.74,192.7,54.0,16.38,141.7,83.0,6.38,9.1,4.0,2.46,b'1',0
49.0,177.0,b'408',2557.0,b'0',b'0',0.0,227.8,81.0,38.73,161.8,97.0,13.75,217.0,106.0,9.76,8.0,5.0,2.16,b'1',0
16.0,43.0,b'415',2825.0,b'0',b'0',0.0,27.0,117.0,4.59,160.9,97.0,13.68,279.5,96.0,12.58,10.7,3.0,2.89,b'3',0
14.0,183.0,b'510',3738.0,b'0',b'0',0.0,108.3,87.0,18.41,183.6,116.0,15.61,176.6,109.0,7.95,13.5,2.0,3.65,b'0',0
35.0,70.0,b'510',1874.0,b'0',b'1',23.0,205.5,95.0,34.94,224.3,80.0,19.07,196.1,76.0,8.82,9.7,4.0,2.62,b'1',0
44.0,91.0,b'510',2679.0,b'0',b'0',0.0,142.6,90.0,24.24,286.8,102.0,24.38,222.2,113.0,10.0,14.8,3.0,4.0,b'0',0
16.0,92.0,b'408',3065.0,b'1',b'0',0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,b'1',1
48.0,73.0,b'415',4850.0,b'0',b'0',0.0,157.1,109.0,26.71,268.8,83.0,22.85,181.5,91.0,8.17,10.0,8.0,2.7,b'0',0
35.0,84.0,b'408',2510.0,b'1',b'0',0.0,299.4,71.0,50.9,61.9,88.0,5.26,196.9,89.0,8.86,6.6,7.0,1.78,b'2',0
50.0,117.0,b'415',195.0,b'0',b'0',0.0,234.8,118.0,39.92,211.7,112.0,17.99,147.0,97.0,6.61,7.5,3.0,2.03,b'2',0
45.0,92.0,b'510',4421.0,b'1',b'0',0.0,252.3,120.0,42.89,207.0,112.0,17.6,284.6,95.0,12.81,12.0,5.0,3.24,b'3',1
21.0,58.0,b'415',3323.0,b'0',b'1',29.0,239.6,84.0,40.73,182.1,80.0,15.48,118.3,100.0,5.32,11.0,3.0,2.97,b'2',0
6.0,23.0,b'510',2246.0,b'0',b'0',0.0,321.6,107.0,54.67,251.6,115.0,21.39,141.1,158.0,6.35,11.3,3.0,3.05,b'2',1
31.0,59.0,b'510',1041.0,b'1',b'1',31.0,225.0,78.0,38.25,191.3,79.0,16.26,226.7,79.0,10.2,9.1,3.0,2.46,b'1',0
34.0,15.0,b'510',3482.0,b'1',b'0',0.0,141.4,80.0,24.04,123.9,76.0,10.53,323.5,88.0,14.56,8.1,3.0,2.19,b'2',0
32.0,113.0,b'510',2064.0,b'0',b'0',0.0,150.1,120.0,25.52,200.1,85.0,17.01,266.7,105.0,12.0,11.0,3.0,2.97,b'2',0
50.0,164.0,b'510',2387.0,b'0',b'0',0.0,160.6,111.0,27.3,163.2,126.0,13.87,187.1,112.0,8.42,9.0,3.0,2.43,b'1',0
13.0,95.0,b'408',3558.0,b'0',b'0',0.0,133.0,94.0,22.61,196.6,126.0,16.71,181.0,128.0,8.15,9.9,3.0,2.67,b'4',1
46.0,109.0,b'408',921.0,b'0',b'0',0.0,222.2,113.0,37.77,218.5,122.0,18.57,266.0,88.0,11.97,10.9,5.0,2.94,b'1',0
19.0,36.0,b'415',4274.0,b'0',b'0',0.0,140.4,117.0,23.87,204.5,121.0,17.38,251.3,79.0,11.31,8.7,4.0,2.35,b'2',0
8.0,115.0,b'415',4650.0,b'0',b'0',0.0,195.9,111.0,33.3,227.0,108.0,19.3,313.2,113.0,14.09,13.2,1.0,3.56,b'2',0
26.0,72.0,b'415',3724.0,b'0',b'0',0.0,253.0,73.0,43.01,219.3,78.0,18.64,210.8,89.0,9.49,9.8,4.0,2.65,b'0',0
32.0,174.0,b'415',686.0,b'0',b'0',0.0,239.2,72.0,40.66,188.5,124.0,16.02,105.6,116.0,4.75,8.8,3.0,2.38,b'1',0
40.0,78.0,b'415',4781.0,b'0',b'0',0.0,131.4,98.0,22.34,189.9,95.0,16.14,147.4,83.0,6.63,11.2,2.0,3.02,b'2',0
18.0,24.0,b'415',1624.0,b'1',b'0',0.0,230.5,126.0,39.19,184.7,128.0,15.7,159.1,152.0,7.16,10.6,3.0,2.86,b'1',0
33.0,69.0,b'510',3660.0,b'1',b'1',33.0,271.5,98.0,46.16,253.4,102.0,21.54,165.4,85.0,7.44,8.2,2.0,2.21,b'1',1
45.0,104.0,b'408',1730.0,b'0',b'0',0.0,138.7,107.0,23.58,256.9,113.0,21.84,234.9,74.0,10.57,10.0,3.0,2.7,b'0',0
31.0,94.0,b'415',4838.0,b'0',b'0',0.0,145.4,92.0,24.72,172.8,103.0,14.69,183.9,43.0,8.28,9.3,3.0,2.51,b'2',0
14.0,84.0,b'510',2617.0,b'0',b'0',0.0,181.5,129.0,30.86,130.7,112.0,11.11,186.5,118.0,8.39,8.5,4.0,2.3,b'1',0
44.0,68.0,b'415',3700.0,b'0',b'0',0.0,162.1,86.0,27.56,155.0,86.0,13.18,189.7,87.0,8.54,11.0,9.0,2.97,b'5',1
8.0,63.0,b'408',1899.0,b'0',b'0',0.0,117.1,118.0,19.91,249.6,90.0,21.22,162.2,84.0,7.3,11.1,4.0,3.0,b'3',0
50.0,44.0,b'415',2127.0,b'0',b'1',20.0,184.8,105.0,31.42,195.0,169.0,16.58,130.1,121.0,5.85,11.6,3.0,3.13,b'1',0
15.0,46.0,b'415',2166.0,b'0',b'1',34.0,191.4,102.0,32.54,361.8,96.0,30.75,147.5,132.0,6.64,7.2,2.0,1.94,b'1',0
3.0,90.0,b'415',4981.0,b'0',b'0',0.0,179.2,77.0,30.46,210.7,99.0,17.91,276.9,58.0,12.46,9.2,6.0,2.48,b'2',0
